NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
127489481	LOC127489481	vacuolar protein sorting-associated protein VTA1 homolog	Oryctolagus cuniculus	rabbit	PSEUDO			
127489482	LOC127489482	adenomatous polyposis coli protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489483	LOC127489483	acetyl-coenzyme A transporter 1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489484	LOC127489484	uncharacterized LOC127489484	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489485	LOC127489485	protein C3orf33	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489486	LOC127489486	uncharacterized LOC127489486	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489487	LOC127489487	serine/threonine-protein kinase LATS2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489488	LOC127489488	uncharacterized LOC127489488	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489489	LOC127489489	septin-14-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489490	DIPK1B	divergent protein kinase domain 1B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	138311	NCBI Ortholog
127489491	MRPS2	mitochondrial ribosomal protein S2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	51116	NCBI Ortholog
127489492	PIERCE1	piercer of microtubule wall 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	138162	NCBI Ortholog
127489493	EGFL7	EGF like domain multiple 7	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	51162	NCBI Ortholog
127489494	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	10555	NCBI Ortholog
127489495	LOC127489495	small nucleolar RNA SNORA17	Oryctolagus cuniculus	rabbit	snoRNA	1		
127489496	LOC127489496	small nucleolar RNA SNORA17	Oryctolagus cuniculus	rabbit	snoRNA	1		
127489497	LOC127489497	cytochrome P450 2W1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	54905	NCBI Ortholog
127489498	LOC127489498	uncharacterized LOC127489498	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5		
127489499	GPR146	G protein-coupled receptor 146	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	115330	NCBI Ortholog
127489500	CUNH7orf50	chromosome unknown C7orf50 homolog	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	84310	NCBI Ortholog
127489501	LOC127489501	uncharacterized LOC127489501	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489502	LOC127489502	uncharacterized LOC127489502	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489503	LOC127489503	ly6/PLAUR domain-containing protein 8	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489504	LOC127489504	uncharacterized LOC127489504	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489505	LOC127489505	shugoshin 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489506	LOC127489506	40S ribosomal protein S2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489507	LOC127489507	uncharacterized LOC127489507	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489508	LOC127489508	uncharacterized LOC127489508	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489509	LOC127489509	sister chromatid cohesion protein DCC1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489510	LOC127489510	uncharacterized LOC127489510	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489511	LOC127489511	uncharacterized LOC127489511	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489512	LOC127489512	structural maintenance of chromosomes protein 4-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489513	LOC127489513	uncharacterized LOC127489513	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489514	LOC127489514	alkyldihydroxyacetonephosphate synthase, peroxisomal	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489515	LOC127489515	CD109 antigen	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489516	LOC127489516	nuclear receptor subfamily 2 group C member 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489517	LOC127489517	nuclear receptor subfamily 2 group C member 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489518	LOC127489518	uncharacterized LOC127489518	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489519	LOC127489519	uncharacterized LOC127489519	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489520	LOC127489520	U5 spliceosomal RNA	Oryctolagus cuniculus	rabbit	snRNA	1		
127489521	LOC127489521	phosphoribosylformylglycinamidine synthase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489522	LOC127489522	solute carrier family 25 member 35	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489523	LOC127489523	ran guanine nucleotide release factor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
127489524	LOC127489524	CST complex subunit CTC1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489525	LOC127489525	M-phase phosphoprotein 6-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489526	LOC127489526	enhancer of rudimentary homolog	Oryctolagus cuniculus	rabbit	PSEUDO			
127489527	LOC127489527	aurora kinase B-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489528	LOC127489528	U8 small nucleolar RNA	Oryctolagus cuniculus	rabbit	snoRNA	1		
127489529	LOC127489529	uncharacterized LOC127489529	Oryctolagus cuniculus	rabbit	PSEUDO			
127489530	TRNAI-AAU	transfer RNA isoleucine (anticodon AAU)	Oryctolagus cuniculus	rabbit	tRNA			
127489531	TRNAW-CCA	transfer RNA tryptophan (anticodon CCA)	Oryctolagus cuniculus	rabbit	tRNA			
127489532	TRNAG-UCC	transfer RNA glycine (anticodon UCC)	Oryctolagus cuniculus	rabbit	tRNA			
127489533	TRNAI-AAU	transfer RNA isoleucine (anticodon AAU)	Oryctolagus cuniculus	rabbit	tRNA			
127489534	TRNAT-AGU	transfer RNA threonine (anticodon AGU)	Oryctolagus cuniculus	rabbit	tRNA			
127489535	TRNAS-GCU	transfer RNA serine (anticodon GCU)	Oryctolagus cuniculus	rabbit	tRNA			
127489536	TRNAW-CCA	transfer RNA tryptophan (anticodon CCA)	Oryctolagus cuniculus	rabbit	tRNA			
127489537	TRNAS-AGA	transfer RNA serine (anticodon AGA)	Oryctolagus cuniculus	rabbit	tRNA			
127489538	TRNAT-AGU	transfer RNA threonine (anticodon AGU)	Oryctolagus cuniculus	rabbit	tRNA			
127489539	TRNAP-CGG	transfer RNA proline (anticodon CGG)	Oryctolagus cuniculus	rabbit	tRNA			
127489540	TRNAD-GUC	transfer RNA aspartic acid (anticodon GUC)	Oryctolagus cuniculus	rabbit	tRNA			
127489541	LOC127489541	protein-L-isoaspartate O-methyltransferase domain-containing protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6		
127489542	LOC127489542	40S ribosomal protein S24-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489543	LOC127489543	uncharacterized LOC127489543	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489544	LOC127489544	small nucleolar RNA SNORA49	Oryctolagus cuniculus	rabbit	snoRNA	1		
127489545	LOC127489545	cytochrome P450 1A1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489546	LOC127489546	galanin receptor type 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489547	LOC127489547	CST complex subunit TEN1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489548	LOC127489548	cyclin-dependent kinase 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489549	LOC127489549	60S ribosomal protein L30-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489550	LOC127489550	transmembrane protein 254-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489551	LOC127489551	olfactory receptor 2T2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489552	LOC127489552	olfactory receptor 2T6-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489553	LOC127489553	olfactory receptor 2T1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489554	LOC127489554	olfactory receptor 2T33-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489555	LOC127489555	olfactory receptor 2T11-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489556	LOC127489556	uncharacterized LOC127489556	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489557	LOC127489557	olfactory receptor 2T27-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489558	LOC127489558	U6 spliceosomal RNA	Oryctolagus cuniculus	rabbit	snRNA	1		
127489559	LOC127489559	vomeronasal type-1 receptor 90	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489560	LOC127489560	translationally-controlled tumor protein-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489561	LOC127489561	nuclear receptor subfamily 2 group C member 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489562	LOC127489562	DNA-directed primase/polymerase protein-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489563	LOC127489563	MAP/microtubule affinity-regulating kinase 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5		
127489564	LOC127489564	uncharacterized LOC127489564	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489565	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	26088	NCBI Ortholog
127489566	LOC127489566	uncharacterized LOC127489566	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489567	LOC127489567	uncharacterized LOC127489567	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489568	LOC127489568	heterogeneous nuclear ribonucleoprotein F-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489569	LOC127489569	ADP-ribosylation factor-like protein 6-interacting protein 6	Oryctolagus cuniculus	rabbit	PSEUDO			
127489570	LOC127489570	keratin-associated protein 5-4-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	31		
127489571	LOC127489571	uncharacterized LOC127489571	Oryctolagus cuniculus	rabbit	PSEUDO			
127489572	LOC127489572	uncharacterized LOC127489572	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489573	LOC127489573	uncharacterized LOC127489573	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489574	LOC127489574	calmodulin-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489575	LOC127489575	putative neuroblastoma breakpoint family member 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489576	LOC127489576	ubiquitin-conjugating enzyme E2 variant 2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489577	LOC127489577	MAP/microtubule affinity-regulating kinase 3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5		
127489578	LOC127489578	uncharacterized LOC127489578	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489579	LOC127489579	carnosine N-methyltransferase-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489580	LOC127489580	serine/arginine-rich splicing factor 10-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489581	LOC127489581	uncharacterized LOC127489581	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489582	LOC127489582	ubiquitin-conjugating enzyme E2 D3-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489583	LOC127489583	serine/threonine-protein kinase 35	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489584	LOC127489584	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489585	LOC127489585	serine/threonine-protein kinase MARK2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489586	LOC127489586	serine/threonine-protein kinase LMTK3-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489587	LOC127489587	centromere protein N-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489588	LOC127489588	neural cell adhesion molecule 2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489589	LOC127489589	vomeronasal type-1 receptor 4-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489590	LOC127489590	vomeronasal type-1 receptor 4-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489591	LOC127489591	vomeronasal type-1 receptor 4-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489592	LOC127489592	protein FAM90A27P-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489593	LOC127489593	RCC1-like G exchanging factor-like protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489595	LOC127489595	cellular tumor antigen p53-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489596	LOC127489596	zymogen granule membrane protein 16-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489597	LOC127489597	uncharacterized LOC127489597	Oryctolagus cuniculus	rabbit	ncRNA	2		
127489598	LOC127489598	collagen alpha-1(III) chain-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489599	LOC127489599	uncharacterized LOC127489599	Oryctolagus cuniculus	rabbit	PSEUDO			
127489600	LOC127489600	vomeronasal type-1 receptor 90-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
127489601	LOC127489601	long-chain fatty acid transport protein 5-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489602	LOC127489602	zinc finger protein 584	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6		
127489603	LOC127489603	uncharacterized LOC127489603	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489604	LOC127489604	RING finger protein 225-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489605	LOC127489605	uncharacterized LOC127489605	Oryctolagus cuniculus	rabbit	PSEUDO			
127489606	LOC127489606	40S ribosomal protein S5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489607	LOC127489607	uncharacterized LOC127489607	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489608	LOC127489608	UL16-binding protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489609	LOC127489609	DNA annealing helicase and endonuclease ZRANB3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489610	LOC127489610	centromere protein U-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489611	LOC127489611	MAP/microtubule affinity-regulating kinase 3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5		
127489612	LOC127489612	protein CDV3 homolog	Oryctolagus cuniculus	rabbit	PSEUDO			
127489613	LOC127489613	uncharacterized LOC127489613	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489614	LOC127489614	uncharacterized LOC127489614	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489615	LOC127489615	caytaxin-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489616	LOC127489616	palmitoyltransferase ZDHHC2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489617	LOC127489617	N-alpha-acetyltransferase 30-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489618	LOC127489618	uncharacterized LOC127489618	Oryctolagus cuniculus	rabbit	PSEUDO			
127489619	LOC127489619	zinc finger protein ZFP2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489620	LOC127489620	uncharacterized LOC127489620	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489621	LOC127489621	uncharacterized LOC127489621	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489622	LOC127489622	uncharacterized LOC127489622	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489623	LOC127489623	uncharacterized LOC127489623	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489624	LOC127489624	TBC1 domain family member 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489625	LOC127489625	vomeronasal type-2 receptor 116-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489626	LOC127489626	vomeronasal type-2 receptor 116-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489627	LOC127489627	thioredoxin reductase-like selenoprotein T	Oryctolagus cuniculus	rabbit	PSEUDO			
127489628	LOC127489628	oligosaccharyltransferase complex subunit OSTC-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489629	LOC127489629	transforming protein RhoA-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489630	LOC127489630	uncharacterized LOC127489630	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489631	LOC127489631	uncharacterized LOC127489631	Oryctolagus cuniculus	rabbit	PSEUDO			
127489632	LOC127489632	paired-like homeodomain transcription factor LEUTX	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489633	LOC127489633	paired-like homeodomain transcription factor LEUTX	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
127489634	LOC127489634	paired-like homeodomain transcription factor LEUTX	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
127489635	LOC127489635	uncharacterized LOC127489635	Oryctolagus cuniculus	rabbit	ncRNA	3		
127489636	LOC127489636	killer cell lectin-like receptor 8	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489637	LOC127489637	killer cell lectin-like receptor 8	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489638	LOC127489638	palmitoyltransferase ZDHHC5-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489639	LOC127489639	la-related protein 4B-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489640	LOC127489640	uncharacterized LOC127489640	Oryctolagus cuniculus	rabbit	ncRNA	3		
127489641	LOC127489641	uncharacterized LOC127489641	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489642	LOC127489642	myosin-IIIb-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489643	LOC127489643	26S proteasome regulatory subunit 10B-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489644	LOC127489644	protein arginine N-methyltransferase 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
127489645	LOC127489645	uncharacterized LOC127489645	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489646	LOC127489646	ubiquitin carboxyl-terminal hydrolase 45-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489647	LOC127489647	uncharacterized LOC127489647	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489648	LOC127489648	deoxyhypusine hydroxylase-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489649	LOC127489649	adenomatous polyposis coli protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489650	LOC127489650	protein CDV3 homolog	Oryctolagus cuniculus	rabbit	PSEUDO			
127489651	LOC127489651	poly(rC)-binding protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489652	LOC127489652	AFG3-like protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489653	LOC127489653	vomeronasal type-1 receptor 90-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489654	LOC127489654	translationally-controlled tumor protein-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489655	LOC127489655	uncharacterized LOC127489655	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489656	LOC127489656	uncharacterized LOC127489656	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489657	LOC127489657	non-histone chromosomal protein HMG-14-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489658	LOC127489658	uncharacterized LOC127489658	Oryctolagus cuniculus	rabbit	PSEUDO			
127489659	LOC127489659	interferon-stimulated 20 kDa exonuclease-like 2	Oryctolagus cuniculus	rabbit	PSEUDO			
127489660	LOC127489660	transforming protein RhoA-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489661	LOC127489661	platelet-activating factor acetylhydrolase IB subunit alpha2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489662	LOC127489662	heterogeneous nuclear ribonucleoprotein A3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489663	LOC127489663	uncharacterized LOC127489663	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489664	LOC127489664	uncharacterized LOC127489664	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489665	BRSK2	BR serine/threonine kinase 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	15	9024	NCBI Ortholog
127489666	LOC127489666	UPF0711 protein C18orf21-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489667	LOC127489667	general transcription factor IIH subunit 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489668	LOC127489668	immunoglobulin heavy variable 3-23-like	Oryctolagus cuniculus	rabbit	OTHER			
127489669	LOC127489669	tyrosine--tRNA ligase, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489670	LOC127489670	40S ribosomal protein S26-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489671	LOC127489671	vomeronasal type-2 receptor 26-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489672	LOC127489672	uncharacterized LOC127489672	Oryctolagus cuniculus	rabbit	PSEUDO			
127489673	LOC127489673	uncharacterized LOC127489673	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489674	LOC127489674	regulator of G-protein signaling 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489675	LOC127489675	uncharacterized LOC127489675	Oryctolagus cuniculus	rabbit	PSEUDO			
127489676	LOC127489676	vomeronasal type-2 receptor 116-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489677	LOC127489677	uncharacterized LOC127489677	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489678	LOC127489678	ribosome maturation protein SBDS-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489679	LOC127489679	uncharacterized LOC127489679	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489680	LOC127489680	uncharacterized LOC127489680	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489681	LOC127489681	carnosine N-methyltransferase-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489682	LOC127489682	uncharacterized LOC127489682	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489683	LOC127489683	uncharacterized LOC127489683	Oryctolagus cuniculus	rabbit	ncRNA	25		
127489684	LOC127489684	uncharacterized LOC127489684	Oryctolagus cuniculus	rabbit	ncRNA	2		
127489685	LOC127489685	uncharacterized LOC127489685	Oryctolagus cuniculus	rabbit	ncRNA	3		
127489686	LOC127489686	uncharacterized LOC127489686	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489687	LOC127489687	uncharacterized LOC127489687	Oryctolagus cuniculus	rabbit	ncRNA	6		
127489688	LOC127489688	uncharacterized LOC127489688	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489689	LOC127489689	uncharacterized LOC127489689	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	10		
127489690	LOC127489690	histidine-rich glycoprotein-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489691	LOC127489691	regulator of G-protein signaling protein-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489692	LOC127489692	estradiol 17-beta-dehydrogenase 11-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489693	LOC127489693	dynein regulatory complex subunit 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4		
127489694	LOC127489694	uncharacterized LOC127489694	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489695	LOC127489695	uncharacterized LOC127489695	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489696	LOC127489696	Y-box-binding protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489697	LOC127489697	uncharacterized LOC127489697	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489698	LOC127489698	uncharacterized LOC127489698	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489699	LOC127489699	cationic amino acid transporter 3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489700	LOC127489700	golgin subfamily A member 2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489701	LOC127489701	uncharacterized LOC127489701	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489702	LOC127489702	uncharacterized LOC127489702	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489703	LOC127489703	UPF0561 protein C2orf68 homolog	Oryctolagus cuniculus	rabbit	PSEUDO			
127489704	LOC127489704	la-related protein 4B-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489705	LOC127489705	ubiquitin-like modifier-activating enzyme 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489706	LOC127489706	RNA-binding motif protein, X chromosome	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489707	LOC127489707	exportin-7-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489708	LOC127489708	acyl-protein thioesterase 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489709	MSLN	mesothelin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	10232	NCBI Ortholog
127489710	CHTF18	chromosome transmission fidelity factor 18	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	63922	NCBI Ortholog
127489711	LOC127489711	mesothelin-like protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489712	GNG13	G protein subunit gamma 13	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	51764	NCBI Ortholog
127489713	RPUSD1	RNA pseudouridine synthase domain containing 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	113000	NCBI Ortholog
127489714	LOC127489714	uncharacterized LOC127489714	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489715	LOC127489715	uncharacterized LOC127489715	Oryctolagus cuniculus	rabbit	ncRNA	7		
127489716	LOC127489716	methylsterol monooxygenase 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489717	LOC127489717	NIF3-like protein 1	Oryctolagus cuniculus	rabbit	PSEUDO			
127489718	LINGO3	leucine rich repeat and Ig domain containing 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	645191	NCBI Ortholog
127489719	LOC127489719	uncharacterized LOC127489719	Oryctolagus cuniculus	rabbit	PSEUDO			
127489720	LOC127489720	translation initiation factor IF-2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489721	LOC127489721	uncharacterized LOC127489721	Oryctolagus cuniculus	rabbit	ncRNA	5		
127489722	LOC127489722	vomeronasal type-2 receptor 26-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489723	LOC127489723	uncharacterized LOC127489723	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489724	LOC127489724	uncharacterized LOC127489724	Oryctolagus cuniculus	rabbit	ncRNA	2		
127489725	LOC127489725	peptidyl-prolyl cis-trans isomerase FKBP1A-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489726	LOC127489726	uncharacterized LOC127489726	Oryctolagus cuniculus	rabbit	PSEUDO			
127489727	LOC127489727	40S ribosomal protein S6-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489728	LOC127489728	beclin-1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489729	LOC127489729	UPF0561 protein C2orf68 homolog	Oryctolagus cuniculus	rabbit	PSEUDO			
127489730	LOC127489730	uncharacterized LOC127489730	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489731	LOC127489731	protein arginine N-methyltransferase 6-like	Oryctolagus cuniculus	rabbit	PSEUDO			
